"businessName","email","street","city","state","zip","phone","websiteURL","lat","lon","state.name","agency.name"
"Ford Heights Police Dept","","1343 Ellis Ave","Ford Heights","IL","60411","(708) 758-3441","","41.50745","-87.592094","Illinois","Chicago Heights Police Dept"
"Chicago Police Dept","","300 E 29th St","Chicago","IL","60616","(312) 745-6100","","41.842022","-87.620384","Illinois","Chicago Police Dept"
"Chicago Ridge Police Dept","","10425 Ridgeland Ave","Chicago Ridge","IL","60415","(708) 425-7831","","41.702354","-87.77929","Illinois","Chicago Ridge Police Dept"
"Cicero Police Dept","","4901 W Cermak Rd","Cicero","IL","60804","(708) 652-2130","","41.8512","-87.74671","Illinois","Cicero Police Dept"
"Highland Park Police Dept","","1677 Old Deerfield Rd","Highland Park","IL","60035","(847) 432-7730","","42.174023","-87.82162","Illinois","City Of Highland Park Police Dept"
"Collinsville Police Department","","200 W Clay St","Collinsville","IL","62234","(618) 344-2131","","38.670616","-89.98791","Illinois","Collinsville Police Dept"
"Illinois Police Crime Prevention Association Inc","","9009 S Utica Ave","Evergreen Park","IL","60805","(708) 499-9900","","41.729725","-87.69838","Illinois","Cook County Sheriff Department"
"Country Club Hills Police Dept","","3700 175th Pl # 1","Country Club Hills","IL","60478","(708) 798-3191","","41.571095","-87.707436","Illinois","Country Club Hills Police Dept"
"Rockdale Police Dept","","79 Moen Ave","Rockdale","IL","60436","(815) 725-2171","","41.505653","-88.10786","Illinois","Crest Hill Police Dept"
"Crestwood Village Police Department","","4500 W 123rd Pl","Alsip","IL","60803","(708) 385-5131","","41.668266","-87.73149","Illinois","Crestwood Police Dept"
"Crystal Lake Police Dept","","100 W Woodstock St","Crystal Lake","IL","60014","(815) 459-2020","","42.24468","-88.32416","Illinois","Crystal Lake Police Dept"
"Danville Police Dept","","2 E South St","Danville","IL","61832","(217) 431-2250","","40.12299","-87.63108","Illinois","Danville Police Dept"
"Darien Police Dept","","1710 Plainfield Rd","Darien","IL","60561","(630) 971-3999","","41.76603","-87.95338","Illinois","Darien Police Dept"
"Decatur City Police Department","","333 S Franklin St","Decatur","IL","62523","(217) 424-2711","","39.84401","-88.95309","Illinois","Decatur Police Dept"
"Highland Park Police Dept","","1677 Old Deerfield Rd","Highland Park","IL","60035","(847) 432-7730","","42.174023","-87.82162","Illinois","Deerfield Police Dept"
"De Kalb Police Department","","200 S 4th St","Dekalb","IL","60115","(815) 748-8400","","41.928513","-88.75054","Illinois","Dekalb Police Dept"
"Des Plaines Human Resources","","1420 Miner St # 300","Des Plaines","IL","60016","(847) 503-0007","","42.041977","-87.88841","Illinois","Des Plaines Police Dept"
"Dixon Police Dept","","220 S Hennepin Ave","Dixon","IL","61021","(815) 288-4411","","41.84215","-89.48351","Illinois","Dixon Police Dept"
"Dolton Fire Department","","14022 Park Ave","Dolton","IL","60419","(708) 201-1827","","41.639812","-87.609955","Illinois","Dolton Police Dept"
"Downers Grove Police Dept","","825 Burlington Ave","Downers Grove","IL","60515","(630) 434-5703","","41.79499","-88.00619","Illinois","Downers Grove Police Dept"
"Dupage County Sheriff Police","","501 N County Farm Rd","Wheaton","IL","60187","(630) 682-7256","","41.868988","-88.144226","Illinois","Dupage County Sheriff Department"
"East Moline City Police Department","","915 16th Ave","East Moline","IL","61244","(309) 752-1542","","41.51521","-90.44069","Illinois","East Moline Police"
"East Peoria Police Dept.","","201 W Washington St","East Peoria","IL","61611","(309) 698-4700","","40.667603","-89.581985","Illinois","East Peoria Police Dept"
"City of East Saint Louis","","301 Riverpark Dr","East Saint Louis","IL","62201","(618) 482-6601","","38.62655","-90.16362","Illinois","East St Louis Police Dept"
"Edwardsville Police Dept","","400 North Main Street","Edwardsville","IL","62025","(618) 656-2131","","38.81478","-89.95954","Illinois","Edwardsville Police Dept"
"Effingham Police Dept","","206 E Section Ave","Effingham","IL","62401","(217) 347-0774","","39.120426","-88.540764","Illinois","Effingham Police Dept"
"Elgin Police Dept","","151 Douglas Ave","Elgin","IL","60120","(847) 289-2700","","42.03957","-88.28399","Illinois","Elgin Police Dept"
"Elk Grove Village Police Department","","901 Wellington Ave","Elk Grove Village","IL","60007","(847) 357-4100","","42.00303","-88.00915","Illinois","Elk Grove Village Police Dept"
"City Of Elmhurst Police Dept","","125 E 1st St","Elmhurst","IL","60126","(630) 530-3050","","41.89992","-87.941345","Illinois","Elmhurst Police Dept"
"Elmwood Park Police Dept","","7420 W Fullerton Ave","Elmwood Park","IL","60707","(708) 453-2137","","41.923412","-87.812126","Illinois","Elmwood Park Police Dept"
"Evanston Police Dept","","745 Howard St","Evanston","IL","60202","(847) 866-5001","","42.01945","-87.68195","Illinois","Evanston Police Dept"
"Evergreen Park Police Department","","9420 S Kedzie Ave","Evergreen Park","IL","60805","(708) 422-2142","","41.722225","-87.70192","Illinois","Evergreen Park Police Dept"
"Fairview Heights City Police Department","","10027 Bunkum Rd","Fairview Heights","IL","62208","(618) 489-2100","","38.59724","-90.01271","Illinois","Fairview Heights Police Dept"
"Forest Park Village Mayor","","517 Des Plaines Ave","Forest Park","IL","60130","(708) 366-2425","","41.876896","-87.814514","Illinois","Forest Park Police Dept"
"Fox Lake Village Police Department","","301 S Il Route 59","Fox Lake","IL","60020","(847) 587-3100","","42.38831","-88.15833","Illinois","Fox Lake Police Dept"
"Frankfort Police Department","","20602 Lincolnway Ln","Frankfort","IL","60423","(815) 469-9435","","41.516052","-87.8504","Illinois","Frankfort Police Dept"
"Franklin Park Police Dept","","9545 Belmont Ave","Franklin Park","IL","60131","(847) 671-8200","","41.936825","-87.864235","Illinois","Franklin Park Police Dept"
"Freeport Police Dept","","204 W Exchange St","Freeport","IL","61032","(815) 235-8252","","42.298195","-89.62237","Illinois","Freeport Police Dept"
"Galesburg Fire Dept","","150 S Broad St","Galesburg","IL","61401","(309) 345-3756","","40.94573","-90.371025","Illinois","Galesburg Police Dept"
"Geneva Police Dept","","20 Police Plz","Geneva","IL","60134","(630) 232-4736","","41.886513","-88.30483","Illinois","Geneva Police Dept"
"Glen Carbon Police Department","","149 N Main St","Glen Carbon","IL","62034","(618) 288-7226","","38.765087","-89.97054","Illinois","Glen Carbon Police Dept"
"Glen Ellyn Planning & Devmnt","","535 Duane St","Glen Ellyn","IL","60137","(630) 469-1187","","41.875465","-88.06551","Illinois","Glen Ellyn Police Dept"
"Glendale Heights Police Department","","300 E Fullerton Ave","Glendale Heights","IL","60139","(630) 260-6070","","41.9177","-88.07653","Illinois","Glendale Heights Police Dept"
"Glenview Public Works Dept","","1333 Shermer Rd","Glenview","IL","60026","(847) 657-3030","","42.07835","-87.82133","Illinois","Glenview Police Dept"
"First Baptist Chr Of Godfrey","","1200 Airport Rd","Godfrey","IL","62035","(618) 466-2322","","38.966133","-90.203316","Illinois","Godfrey"
"Granite City Police Department","","1746 Edison Ave","Granite City","IL","62040","(618) 876-5660","","38.698303","-90.153015","Illinois","Granite City Police Dept"
"Grayslake Village Clerk","","33 S Whitney St","Grayslake","IL","60030","(847) 223-2341","","42.343723","-88.0403","Illinois","Grayslake Police Dept"
"Gurnee Village Police Department","","100 N Oplaine Rd","Gurnee","IL","60031","(847) 599-7000","","42.361485","-87.91448","Illinois","Gurnee Police Dept"
"Village of Hanover Park Police Department","","2011 W Lake St","Hanover Park","IL","60133","(630) 823-5500","","41.98874","-88.15128","Illinois","Hanover Park Police Dept"
"East Hazel Crest Village Police Department","","17223 Throop St","Hazel Crest","IL","60429","(708) 798-2186","","41.576492","-87.64853","Illinois","Hazel Crest Police Dept"
"Herrin Police Dept","","321 N 14th St","Herrin","IL","62948","(618) 942-4132","","37.805435","-89.02645","Illinois","Herrin Police Dept"
"Hickory Hills Police Dept","","8800 W 87th St","Hickory Hills","IL","60457","(708) 598-4900","","41.73277","-87.83795","Illinois","Hickory Hills Police Dept"
"Royal Dental Care Hoffman Estates","","890 N Roselle Rd","Hoffman Estates","IL","60169","(847) 885-7645","","42.04473","-88.07973","Illinois","Hoffman Estates"
"Homewood Police Dept","","17950 Dixie Hwy","Homewood","IL","60430","(708) 206-3420","","41.56349","-87.66541","Illinois","Homewood Police Dept"
"Huntley Police Dept","","10911 E Main St","Huntley","IL","60142","(847) 669-2141","","42.168358","-88.40791","Illinois","Huntley Police Dept"
"Jacksonville Utilities","","200 W Douglas Ave","Jacksonville","IL","62650","(217) 479-4620","","39.736076","-90.22992","Illinois","Jacksonville Police Dept"
"Joliet Twp","","901 S Joliet St","Joliet","IL","60436","(815) 722-6646","","41.507847","-88.083855","Illinois","Joliet"
"Justice Police Department","","7800 Archer Rd Ste 1","Justice","IL","60458","(708) 458-2192","","41.74952","-87.83864","Illinois","Justice Police Dept"
"Campton Hills Police Dept","","40W115 Campton Crossings Dr","Saint Charles","IL","60175","(630) 584-0330","","41.93645","-88.3969","Illinois","Kane County Sheriff Department"
"Kankakee County Training Ctr","","1161 Cardinal Dr","Bradley","IL","60915","(815) 935-9474","","41.159542","-87.83678","Illinois","Kankakee County Sheriff Department"
"Kankakee Police Dept","","385 E Oak St","Kankakee","IL","60901","(815) 933-0433","","41.121376","-87.86106","Illinois","Kankakee Police Dept"
"Kendall County Highway Department","","6780 State Route 47","Yorkville","IL","60560","(630) 553-7616","","41.62171","-88.44825","Illinois","Kendall County Sheriff Department"
"Kewanee Health Dept","","401 E 3rd St","Kewanee","IL","61443","(309) 853-1911","","41.24564","-89.92055","Illinois","Kewanee Police Dept"
"La Grange Police Department","","304 W Burlington Ave","La Grange","IL","60525","(708) 579-2334","","41.8151","-87.87352","Illinois","La Grange Police Dept"
"Lake County Sheriff's Office","","25 S Martin Luther King Jr Ave","Waukegan","IL","60085","(847) 377-4000","","42.35925","-87.833916","Illinois","Lake County Sheriff Department"
"Lake Forest Fire Dept","","255 W Deerpath","Lake Forest","IL","60045","(847) 234-2601","","42.247795","-87.85277","Illinois","Lake Forest Police Dept"
"Lake Zurich Police Department - Records","","200 Mohawk Trl","Lake Zurich","IL","60047","(847) 719-1690","","42.194176","-88.08657","Illinois","Lake Zurich Police Dept"
"Lansing Police Dept","","2710 E 170th St","Lansing","IL","60438","(708) 895-7150","","41.5865","-87.549194","Illinois","Lansing Police Dept"
"Lemont Police Dept","","14600 E 127th St","Lemont","IL","60439","(630) 257-0450","","41.6571","-87.97411","Illinois","Lemont Police Dept"
"Libertyville Police Dept","","200 E Cook Ave","Libertyville","IL","60048","(847) 918-2028","","42.287895","-87.95276","Illinois","Libertyville Police Dept"
"Middletown City Police Department","","911 Pekin St","Lincoln","IL","62656","(217) 732-4159","","40.14612","-89.359436","Illinois","Lincoln Police Dept"
"Lincolnwood Police Department","","6900 N Lincoln Ave","Lincolnwood","IL","60712","(847) 673-2167","","42.00656","-87.73274","Illinois","Lincolnwood Police Dept"
"Lindenhurst Village Police Department","","2300 E Grand Ave","Lindenhurst","IL","60046","(847) 356-5400","","42.40619","-88.02732","Illinois","Lindenhurst Police Dept"
"Woodridge Police Department","","1 Plaza Dr Ste 2","Woodridge","IL","60517","(630) 719-4740","","41.75534","-88.04319","Illinois","Lisle Police Dept"
"Romeoville Police Dept","","1050 W Romeo Road","Romeoville","IL","60446","(815) 886-7219","","41.63925","-88.11266","Illinois","Lockport Police Dept"
"Lombard Fire Dept Non Emergency","","255 E Wilson Ave","Lombard","IL","60148","(630) 873-4400","","41.86755","-88.011826","Illinois","Lombard Police Dept"
"Loves Park Police Dept","","540 Loves Park Dr","Loves Park","IL","61111","(815) 654-5015","","42.31323","-89.05546","Illinois","Loves Park Police Dept"
"Lyons Police Department","","4200 Lawndale Ave # 1","Lyons","IL","60534","(708) 442-4500","","41.81523","-87.82574","Illinois","Lyons Police Dept"
"Machesney Park License & Title","","1128 Harlem Rd","Machesney Park","IL","61115","(815) 633-5175","","42.33978","-89.041214","Illinois","Machesney Park"
"Macomb Police Department","","120 S McArthur St","Macomb","IL","61455","(309) 833-4505","","40.458538","-90.67325","Illinois","Macomb Police Dept"
"Prairietown Fire Department","","8452 Prairietown Rd","Worden","IL","62097","(618) 888-2436","","38.96545","-89.92148","Illinois","Madison County Sheriff Department"
"Marion Police Dept","","1001 W Deyoung St","Marion","IL","62959","(618) 993-2124","","37.74079","-88.93617","Illinois","Marion Police Dept"
"Markham Fire Dept","","16313 Kedzie Ave","Markham","IL","60428","(708) 331-2171","","41.59166","-87.6942","Illinois","Markham Police Dept"
"Richton Park Police Department","","4455 Sauk Trl","Richton Park","IL","60471","(708) 481-8985","","41.48431","-87.724785","Illinois","Matteson Police Dept"
"Mattoon City Police Department","","1710 Wabash Ave","Mattoon","IL","61938","(217) 235-5451","","39.480453","-88.37532","Illinois","Mattoon Police Dept"
"Maywood Police Dept-Records","","125 S 5th Ave","Maywood","IL","60153","(708) 450-4450","","41.887688","-87.83917","Illinois","Maywood Police Dept"
"McHenry City Police Department","","333 S Green St","McHenry","IL","60050","(815) 363-2100","","42.33214","-88.267204","Illinois","McHenry City Police Dept"
"McHenry County Health Dept.","","2200 N Seminary Ave","Woodstock","IL","60098","(815) 334-4510","","42.3397","-88.44322","Illinois","McHenry County Sheriff Department"
"Robbins Police Department","","3323 W 137th St","Robbins","IL","60472","(708) 385-4121","","41.64422","-87.70264","Illinois","Midlothian Police Dept"
"Minooka Village Hall","","121 E McEvilly Rd","Minooka","IL","60447","(815) 467-2151","","41.447918","-88.26377","Illinois","Minooka Police Dept"
"Mokena Fire Dept","","19853 Wolf Rd","Mokena","IL","60448","(708) 479-3781","","41.52734","-87.889305","Illinois","Mokena Police Dept"
"Moline Police Dept","","915 16th Ave","Moline","IL","61265","(309) 797-0401","","41.496834","-90.524185","Illinois","Moline Police Dept"
"Oswego Police Dept","","3525 US Highway 34","Oswego","IL","60543","(630) 554-1160","","41.694103","-88.32636","Illinois","Montgomery Police Dept"
"Morris Police Dept","","200 E Chapin St","Morris","IL","60450","(815) 942-2131","","41.362","-88.42279","Illinois","Morris Police Dept"
"Morton Grove Police Dept","","6101 Capulina Ave","Morton Grove","IL","60053","(847) 470-5208","","42.03817","-87.77966","Illinois","Morton Grove Police Dept"
"Fire Department","","131 S Plum Ave","Morton","IL","61550","(309) 266-6666","","40.610855","-89.46327","Illinois","Morton Police Dept"
"Mt Prospect Police Invstgtns","","112 E Northwest Hwy","Mount Prospect","IL","60056","(847) 870-5656","","42.063046","-87.93528","Illinois","Mount Prospect Police Dept"
"Mt Vernon Juvenile Div","","211 N 10th St","Mount Vernon","IL","62864","(618) 242-8299","","38.319","-88.90387","Illinois","Mount Vernon Police Dept"
"Mundelein Police Dept","","221 N Lake St","Mundelein","IL","60060","(847) 968-4600","","42.266537","-88.004005","Illinois","Mundelein Police Dept"
